RBD;IVE BÁSICA 2021;IVE MEDIA 2021
8251;100%;NO
8254;100%;NO
8256;92%;NO
8257;100%;NO
8258;100%;NO
8260;100%;NO
8261;91%;NO
8262;100%;NO
8263;100%;NO
8264;93%;NO
8265;100%;NO
8267;100%;NO
8268;96%;NO
8269;91%;NO
8271;100%;NO
8272;88%;NO
8273;100%;NO
8274;87%;NO
8275;100%;NO
8276;100%;NO
8277;100%;NO
8278;100%;NO
8281;100%;NO
8284;96%;NO
8285;100%;NO
8286;100%;NO
8287;95%;NO
8288;98%;NO
8289;94%;NO
8290;93%;NO
8293;100%;NO
8294;100%;NO
8295;91%;NO
8296;57%;NO
8299;100%;NO
8300;100%;NO
8301;95%;NO
8303;100%;NO
8304;100%;NO
8305;100%;NO
8306;92%;NO
8307;67%;NO
8308;82%;NO
8311;97%;NO
8312;100%;NO
8313;91%;NO
8314;100%;NO
8315;100%;NO
8317;100%;NO
8318;100%;NO
8319;100%;NO
8320;100%;NO
8321;94%;NO
8322;100%;NO
8323;93%;NO
8324;83%;NO
8325;95%;NO
8326;100%;NO
8327;100%;NO
8328;100%;NO
8329;92%;NO
8334;92%;NO
8335;100%;NO
8336;73%;NO
8337;69%;NO
8338;92%;NO
8340;100%;NO
8341;100%;NO
8342;83%;NO
8344;100%;NO
8346;98%;NO
8348;93%;NO
8349;83%;NO
8353;90%;NO
8354;100%;NO
8355;91%;NO
8356;92%;NO
8357;92%;NO
8358;74%;NO
8361;95%;NO
8362;100%;NO
8366;95%;NO
8368;87%;NO
8370;93%;NO
8371;97%;NO
8372;89%;NO
8373;100%;NO
8376;94%;NO
8377;91%;NO
8379;98%;NO
8382;83%;NO
8384;90%;NO
8388;89%;NO
8389;68%;NO
8390;88%;NO
8393;94%;NO
8397;60%;NO
8398;86%;NO
8399;100%;NO
8401;91%;NO
8404;92%;NO
8405;93%;NO
8407;100%;NO
8408;82%;NO
8410;85%;NO
8412;84%;NO
8413;89%;NO
8415;85%;NO
8417;95%;NO
8419;61%;NO
8420;100%;NO
8423;75%;NO
8433;83%;NO
8434;74%;NO
8435;91%;NO
8436;85%;NO
8437;85%;NO
8438;81%;NO
8439;85%;NO
8441;90%;NO
8444;84%;NO
8448;84%;NO
8449;84%;NO
8450;88%;NO
8452;45%;NO
8467;73%;NO
8468;94%;NO
8470;82%;NO
8475;81%;NO
8479;74%;NO
8482;79%;NO
8484;80%;NO
8513;65%;NO
8515;72%;NO
8519;75%;NO
8520;81%;NO
8521;80%;NO
8522;76%;NO
8523;65%;NO
8530;64%;NO
8531;76%;NO
8532;70%;NO
8533;60%;NO
8536;76%;NO
8537;65%;NO
8540;73%;NO
8544;61%;NO
8546;72%;NO
8547;75%;NO
8548;80%;NO
8549;71%;NO
8552;76%;NO
8555;60%;NO
8556;85%;NO
8558;82%;NO
8561;76%;NO
8562;79%;NO
8563;64%;NO
8564;73%;NO
8569;67%;NO
8571;100%;NO
8572;73%;NO
8576;80%;NO
8579;72%;NO
8581;74%;NO
8623;79%;NO
8659;72%;NO
8661;79%;NO
8663;75%;NO
8665;80%;NO
8674;56%;NO
8678;87%;NO
8684;58%;NO
8685;94%;NO
8690;85%;NO
8699;68%;NO
8700;81%;NO
8703;74%;NO
8706;83%;NO
8714;86%;NO
8717;53%;NO
8718;78%;NO
8726;63%;NO
8728;81%;NO
8739;56%;NO
8780;58%;NO
8781;63%;NO
8800;79%;NO
8840;67%;NO
8845;90%;NO
8931;60%;NO
8933;66%;NO
8936;93%;NO
8942;96%;NO
9011;83%;NO
9012;82%;NO
9013;77%;NO
9017;76%;NO
9025;74%;NO
9032;82%;NO
9036;86%;NO
9070;77%;NO
9084;72%;NO
9085;75%;NO
9089;74%;NO
9090;79%;NO
9091;60%;NO
9097;67%;NO
9098;93%;NO
9102;69%;NO
9103;89%;NO
9104;83%;NO
9110;87%;NO
9116;74%;NO
9121;90%;NO
9122;71%;NO
9125;80%;NO
9127;88%;NO
9131;74%;NO
9142;86%;NO
9144;94%;NO
9145;58%;NO
9156;56%;NO
9162;80%;NO
9165;91%;NO
9171;90%;NO
9175;89%;NO
9187;76%;NO
9197;93%;NO
9201;95%;NO
9205;79%;NO
9206;81%;NO
9282;84%;NO
9284;80%;NO
9289;85%;NO
9290;91%;NO
9296;82%;NO
9299;85%;NO
9302;90%;NO
9304;95%;NO
9306;97%;NO
9307;94%;NO
9308;94%;NO
9311;94%;NO
9333;94%;NO
9334;88%;NO
9335;83%;NO
9337;86%;NO
9341;89%;NO
9342;90%;NO
9345;97%;NO
9358;77%;NO
9363;86%;NO
9366;89%;NO
9368;83%;NO
9413;73%;NO
9414;83%;NO
9415;70%;NO
9416;68%;NO
9418;90%;NO
9421;71%;NO
9422;80%;NO
9424;83%;NO
9426;69%;NO
9428;90%;NO
9429;86%;NO
9430;66%;NO
9431;73%;NO
9433;77%;NO
9437;67%;NO
9443;96%;NO
9457;84%;NO
9458;94%;NO
9467;91%;NO
9473;68%;NO
9485;65%;NO
9490;69%;NO
9503;86%;NO
9506;90%;NO
9507;81%;NO
9508;82%;NO
9510;92%;NO
9511;58%;NO
9512;93%;NO
9518;83%;NO
9520;77%;NO
9527;72%;NO
9531;96%;NO
9533;90%;NO
9537;95%;NO
9539;82%;NO
9540;84%;NO
9543;81%;NO
9544;85%;NO
9547;86%;NO
9551;88%;NO
9556;86%;NO
9558;82%;NO
9572;85%;NO
9574;94%;NO
9585;88%;NO
9586;90%;NO
9588;88%;NO
9590;89%;NO
9591;98%;NO
9592;80%;NO
9593;87%;NO
9595;95%;NO
9597;98%;NO
9598;96%;NO
9600;95%;NO
9602;96%;NO
9604;95%;NO
9605;85%;NO
9606;90%;NO
9609;90%;NO
9610;89%;NO
9611;99%;NO
9612;89%;NO
9614;92%;NO
9616;94%;NO
9617;95%;NO
9618;93%;NO
9620;98%;NO
9625;95%;NO
9629;92%;NO
9636;94%;NO
9639;91%;NO
9642;91%;NO
9648;88%;NO
9653;93%;NO
9654;81%;NO
9663;94%;NO
9664;93%;NO
9668;96%;NO
9669;87%;NO
9674;92%;NO
9676;93%;NO
9680;97%;NO
9685;84%;NO
9698;81%;NO
9699;82%;NO
9700;66%;NO
9702;93%;NO
9703;79%;NO
9704;93%;NO
9705;90%;NO
9706;77%;NO
9709;92%;NO
9710;98%;NO
9713;87%;NO
9714;95%;NO
9715;92%;NO
9716;94%;NO
9717;89%;NO
9718;96%;NO
9719;94%;NO
9720;90%;NO
9721;94%;NO
9727;90%;NO
9729;92%;NO
9730;84%;NO
9733;92%;NO
9734;88%;NO
9736;88%;NO
9738;91%;NO
9740;93%;NO
9741;94%;NO
9750;95%;NO
9778;91%;NO
9786;87%;NO
9788;83%;NO
9789;88%;NO
9803;89%;NO
9804;76%;NO
9805;88%;NO
9807;76%;NO
9808;70%;NO
9809;83%;NO
9811;85%;NO
9816;84%;NO
9817;85%;NO
9830;84%;NO
9841;92%;NO
9847;93%;NO
9850;96%;NO
9859;79%;NO
9869;72%;NO
9870;90%;NO
9872;79%;NO
9873;81%;NO
9874;88%;NO
9875;87%;NO
9876;85%;NO
9877;88%;NO
9878;85%;NO
9879;76%;NO
9880;74%;NO
9881;85%;NO
9882;89%;NO
9883;91%;NO
9884;87%;NO
9886;87%;NO
9888;80%;NO
9890;86%;NO
9891;76%;NO
9892;80%;NO
9895;82%;NO
9901;79%;NO
9913;90%;NO
9920;78%;NO
9922;66%;NO
9928;79%;NO
9939;93%;NO
9946;78%;NO
9948;92%;NO
9953;72%;NO
9987;81%;NO
9991;66%;NO
9992;79%;NO
9993;67%;NO
9994;88%;NO
9995;80%;NO
9996;79%;NO
9998;72%;NO
9999;70%;NO
10000;81%;NO
10001;86%;NO
10005;84%;NO
10006;52%;NO
10010;80%;NO
10012;81%;NO
10014;77%;NO
10015;80%;NO
10018;76%;NO
10019;72%;NO
10021;84%;NO
10026;85%;NO
10028;79%;NO
10032;80%;NO
10035;80%;NO
10036;87%;NO
10041;77%;NO
10046;76%;NO
10063;78%;NO
10064;93%;NO
10074;91%;NO
10080;93%;NO
10081;90%;NO
10083;91%;NO
10085;94%;NO
10086;89%;NO
10087;88%;NO
10088;90%;NO
10089;86%;NO
10090;90%;NO
10092;82%;NO
10093;90%;NO
10095;95%;NO
10097;77%;NO
10098;82%;NO
10099;92%;NO
10100;89%;NO
10102;88%;NO
10103;91%;NO
10104;93%;NO
10105;90%;NO
10107;87%;NO
10108;90%;NO
10109;80%;NO
10113;91%;NO
10114;88%;NO
10116;86%;NO
10117;87%;NO
10119;88%;NO
10121;85%;NO
10122;92%;NO
10123;91%;NO
10124;93%;NO
10125;85%;NO
10133;98%;NO
10134;90%;NO
10135;88%;NO
10142;84%;NO
10143;96%;NO
10147;86%;NO
10149;88%;NO
10151;92%;NO
10152;83%;NO
10155;88%;NO
10156;88%;NO
10157;90%;NO
10159;89%;NO
10160;85%;NO
10167;87%;NO
10168;85%;NO
10172;92%;NO
10173;92%;NO
10182;91%;NO
10183;90%;NO
10186;92%;NO
10191;96%;NO
10197;92%;NO
10200;87%;NO
10201;91%;NO
10202;91%;NO
10204;90%;NO
10205;86%;NO
10207;93%;NO
10210;91%;NO
10212;85%;NO
10216;91%;NO
10217;88%;NO
10219;96%;NO
10221;87%;NO
10225;87%;NO
10226;90%;NO
10228;85%;NO
10229;87%;NO
10233;88%;NO
10235;87%;NO
10239;85%;NO
10241;85%;NO
10245;81%;NO
10247;75%;NO
10257;88%;NO
10260;85%;NO
10262;74%;NO
10263;85%;NO
10264;92%;NO
10265;89%;NO
10266;87%;NO
10267;65%;NO
10268;85%;NO
10270;77%;NO
10271;85%;NO
10272;94%;NO
10273;89%;NO
10277;97%;NO
10278;87%;NO
10279;81%;NO
10280;90%;NO
10281;79%;NO
10282;71%;NO
10283;87%;NO
10285;88%;NO
10288;85%;NO
10290;92%;NO
10291;76%;NO
10300;84%;NO
10301;77%;NO
10302;81%;NO
10305;89%;NO
10306;63%;NO
10307;72%;NO
10321;57%;NO
10324;90%;NO
10326;81%;NO
10327;85%;NO
10331;73%;NO
10332;84%;NO
10333;81%;NO
10334;78%;NO
10335;69%;NO
10336;77%;NO
10338;91%;NO
10341;51%;NO
10345;88%;NO
10346;88%;NO
10348;70%;NO
10351;79%;NO
10355;65%;NO
10359;93%;NO
10361;87%;NO
10363;87%;NO
10364;89%;NO
10365;88%;NO
10372;69%;NO
10376;85%;NO
10384;94%;NO
10400;82%;NO
10401;91%;NO
10403;84%;NO
10404;92%;NO
10407;84%;NO
10409;88%;NO
10410;86%;NO
10411;75%;NO
10412;79%;NO
10413;90%;NO
10420;88%;NO
10421;91%;NO
10422;89%;NO
10424;91%;NO
10425;88%;NO
10426;83%;NO
10427;90%;NO
10428;93%;NO
10429;94%;NO
10430;89%;NO
10435;89%;NO
10436;81%;NO
10439;38%;NO
10441;92%;NO
10442;83%;NO
10443;87%;NO
10444;93%;NO
10447;87%;NO
10458;96%;NO
10459;84%;NO
10461;85%;NO
10462;93%;NO
10464;95%;NO
10465;93%;NO
10472;94%;NO
10473;97%;NO
10474;81%;NO
10475;82%;NO
10476;96%;NO
10478;77%;NO
10488;87%;NO
10495;88%;NO
10497;89%;NO
10502;91%;NO
10519;85%;NO
10522;82%;NO
10524;90%;NO
10527;86%;NO
10528;76%;NO
10529;91%;NO
10530;92%;NO
10532;83%;NO
10536;82%;NO
10537;83%;NO
10546;88%;NO
10547;81%;NO
10548;92%;NO
10550;90%;NO
10553;88%;NO
10554;93%;NO
10555;88%;NO
10556;93%;NO
10557;90%;NO
10558;92%;NO
10559;92%;NO
10560;92%;NO
10561;96%;NO
10563;89%;NO
10564;86%;NO
10565;94%;NO
10567;86%;NO
10568;98%;NO
10569;90%;NO
10570;81%;NO
10571;87%;NO
10574;93%;NO
10576;97%;NO
10578;95%;NO
10579;86%;NO
10580;88%;NO
10581;91%;NO
10586;92%;NO
10589;90%;NO
10590;94%;NO
10595;84%;NO
10619;90%;NO
10621;94%;NO
10622;84%;NO
10625;90%;NO
10629;92%;NO
10631;88%;NO
10640;94%;NO
10643;89%;NO
10646;93%;NO
10648;91%;NO
10649;93%;NO
10651;93%;NO
10652;92%;NO
10656;93%;NO
10665;86%;NO
10668;91%;NO
10671;87%;NO
10672;86%;NO
10673;89%;NO
10674;93%;NO
10675;94%;NO
10676;89%;NO
10677;94%;NO
10679;84%;NO
10680;86%;NO
10687;91%;NO
10688;93%;NO
10689;87%;NO
10692;86%;NO
10702;91%;NO
10704;92%;NO
10705;86%;NO
10706;87%;NO
10712;92%;NO
10716;84%;NO
10722;90%;NO
10729;91%;NO
10730;94%;NO
10736;94%;NO
10738;94%;NO
10740;86%;NO
10741;91%;NO
10742;89%;NO
10743;94%;NO
10744;88%;NO
10747;90%;NO
10748;91%;NO
10750;87%;NO
10752;80%;NO
10753;95%;NO
10754;96%;NO
10756;90%;NO
10758;87%;NO
10760;89%;NO
10763;83%;NO
10764;91%;NO
10765;93%;NO
10766;87%;NO
10767;89%;NO
10768;86%;NO
10769;73%;NO
10771;61%;NO
10774;95%;NO
10782;93%;NO
10784;92%;NO
10785;95%;NO
10786;92%;NO
10789;98%;NO
10790;85%;NO
10791;91%;NO
10794;94%;NO
10795;90%;NO
10796;90%;NO
10797;87%;NO
10798;89%;NO
10799;85%;NO
10805;90%;NO
10810;90%;NO
10816;96%;NO
10818;87%;NO
10821;94%;NO
10825;87%;NO
10827;92%;NO
10835;92%;NO
10836;88%;NO
10837;95%;NO
10838;96%;NO
10839;87%;NO
10840;97%;NO
10842;93%;NO
10844;95%;NO
10846;86%;NO
10848;89%;NO
10849;75%;NO
10852;88%;NO
10856;79%;NO
10858;86%;NO
10861;91%;NO
10862;88%;NO
10864;84%;NO
10865;92%;NO
10868;93%;NO
10869;78%;NO
10870;96%;NO
10871;83%;NO
10877;75%;NO
10878;79%;NO
10879;79%;NO
10880;77%;NO
10881;93%;NO
10887;100%;NO
10893;89%;NO
10897;33%;NO
10905;67%;NO
10912;50%;NO
10916;82%;NO
10963;81%;NO
11025;92%;NO
11027;100%;NO
11031;100%;NO
11032;83%;NO
11033;91%;NO
11036;100%;NO
11113;100%;NO
11114;83%;NO
11147;86%;NO
11153;100%;NO
11200;91%;NO
11201;93%;NO
11203;70%;NO
11206;100%;NO
11220;93%;NO
11223;88%;NO
11224;92%;NO
11242;80%;NO
11257;100%;NO
11261;91%;NO
11277;95%;NO
11279;100%;NO
11283;93%;NO
11323;95%;NO
11333;95%;NO
11334;100%;NO
11339;94%;NO
11342;95%;NO
11343;85%;NO
11344;100%;NO
11352;88%;NO
11394;91%;NO
11395;83%;NO
11398;85%;NO
11399;100%;NO
11404;100%;NO
11405;95%;NO
11407;100%;NO
11408;97%;NO
11414;93%;NO
11418;100%;NO
11419;100%;NO
11420;91%;NO
11425;100%;NO
11429;88%;NO
11462;98%;NO
11465;99%;NO
11467;92%;NO
11471;100%;NO
11472;97%;NO
11501;97%;NO
11509;92%;NO
11522;100%;NO
11526;100%;NO
11528;100%;NO
11532;98%;NO
11539;100%;NO
11540;100%;NO
11542;100%;NO
11543;100%;NO
11544;95%;NO
11547;67%;NO
11548;95%;NO
11553;97%;NO
11575;100%;NO
11576;100%;NO
11578;100%;NO
11581;100%;NO
11582;100%;NO
11590;100%;NO
11593;100%;NO
11594;95%;NO
11609;100%;NO
11612;95%;NO
11674;100%;NO
11676;100%;NO
11677;87%;NO
11687;89%;NO
11704;99%;NO
11705;97%;NO
11707;90%;NO
11708;85%;NO
11711;96%;NO
11714;96%;NO
11715;99%;NO
11718;88%;NO
11719;100%;NO
11739;98%;NO
11741;91%;NO
11743;96%;NO
11744;95%;NO
11746;95%;NO
11761;79%;NO
11789;86%;NO
11792;93%;NO
11793;86%;NO
11795;93%;NO
11797;84%;NO
11806;88%;NO
11809;90%;NO
11813;41%;NO
11830;84%;NO
11835;84%;NO
11837;94%;NO
11838;83%;NO
11845;88%;NO
11853;93%;NO
11854;88%;NO
11870;87%;NO
11886;83%;NO
11906;74%;NO
11909;90%;NO
11914;79%;NO
11926;84%;NO
11928;88%;NO
11942;88%;NO
11949;78%;NO
11952;93%;NO
11979;97%;NO
11997;84%;NO
11998;100%;NO
12002;99%;NO
12008;84%;NO
12018;100%;NO
12020;96%;NO
12022;96%;NO
12023;97%;NO
12058;98%;NO
12064;100%;NO
12065;100%;NO
12076;95%;NO
12079;86%;NO
12083;84%;NO
12095;82%;NO
12105;91%;NO
12113;90%;NO
12118;86%;NO
12121;91%;NO
12122;91%;NO
12130;76%;NO
12171;76%;NO
12175;98%;NO
12182;100%;NO
12188;96%;NO
12191;100%;NO
12193;93%;NO
12237;89%;NO
12243;89%;NO
12251;97%;NO
12255;81%;NO
12299;100%;NO
12302;97%;NO
12314;87%;NO
12323;94%;NO
12328;78%;NO
12330;96%;NO
12501;94%;NO
12505;91%;NO
12538;74%;NO
12539;88%;NO
12542;93%;NO
12550;81%;NO
12552;100%;NO
12554;100%;NO
12562;100%;NO
12567;82%;NO
12570;92%;NO
12579;85%;NO
12588;80%;NO
12617;80%;NO
12623;76%;NO
12634;72%;NO
12659;90%;NO
12664;20%;NO
12668;0%;NO
12682;62%;NO
12688;81%;NO
12691;84%;NO
12693;85%;NO
12694;86%;NO
12709;69%;NO
12710;68%;NO
12711;73%;NO
12715;81%;NO
12726;80%;NO
12728;79%;NO
12736;71%;NO
12761;84%;NO
12772;86%;NO
12810;73%;NO
12840;87%;NO
12860;78%;NO
12871;83%;NO
12872;74%;NO
12878;74%;NO
12941;83%;NO
12942;87%;NO
12944;86%;NO
12945;81%;NO
12955;90%;NO
12962;84%;NO
13104;91%;NO
13116;50%;NO
13118;92%;NO
13121;99%;NO
13124;87%;NO
13128;100%;NO
13133;81%;NO
13134;88%;NO
13135;91%;NO
13138;84%;NO
13143;89%;NO
13154;94%;NO
13163;88%;NO
13167;96%;NO
13170;84%;NO
13177;94%;NO
13181;92%;NO
13215;0%;NO
13216;95%;NO
13302;100%;NO
13309;100%;NO
13312;100%;NO
13320;87%;NO
13336;100%;NO
13342;87%;NO
13358;96%;NO
13362;100%;NO
13363;75%;NO
13365;100%;NO
13375;90%;NO
13376;88%;NO
13379;88%;NO
13380;86%;NO
13396;85%;NO
13412;93%;NO
13423;93%;NO
13428;93%;NO
13463;97%;NO
13465;90%;NO
13467;95%;NO
13474;95%;NO
13494;98%;NO
13498;100%;NO
13512;91%;NO
13514;93%;NO
13518;93%;NO
13539;93%;NO
13552;82%;NO
13557;91%;NO
13559;91%;NO
13560;97%;NO
13562;97%;NO
13563;96%;NO
13566;89%;NO
13570;95%;NO
13579;100%;NO
13580;88%;NO
13593;88%;NO
13608;93%;NO
13612;91%;NO
13632;75%;NO
13637;81%;NO
14201;84%;NO
14212;92%;NO
14213;94%;NO
14234;89%;NO
14289;87%;NO
14308;92%;NO
14323;92%;NO
14330;96%;NO
14351;90%;NO
14364;94%;NO
14372;80%;NO
14376;86%;NO
14392;64%;NO
14395;81%;NO
14396;88%;NO
14412;87%;NO
14414;76%;NO
14452;86%;NO
14453;76%;NO
14479;94%;NO
14482;80%;NO
14507;87%;NO
14515;80%;NO
14518;80%;NO
14533;74%;NO
14539;94%;NO
14546;84%;NO
14573;98%;NO
14587;82%;NO
14593;89%;NO
14601;88%;NO
14602;89%;NO
14637;78%;NO
14639;89%;NO
14649;92%;NO
14672;83%;NO
14678;95%;NO
14706;96%;NO
14718;83%;NO
14719;84%;NO
14737;93%;NO
14753;56%;NO
14760;96%;NO
14801;95%;NO
14804;90%;NO
14805;86%;NO
14824;86%;NO
14848;89%;NO
14862;94%;NO
14871;59%;NO
14896;80%;NO
14917;78%;NO
15501;93%;NO
15515;91%;NO
15526;90%;NO
15535;95%;NO
15569;27%;NO
15570;93%;NO
15571;92%;NO
15579;88%;NO
15585;75%;NO
15588;92%;NO
15593;89%;NO
15594;93%;NO
15605;79%;NO
15608;96%;NO
15614;94%;NO
15622;90%;NO
15632;98%;NO
15650;62%;NO
15705;76%;NO
15724;95%;NO
15728;92%;NO
15732;96%;NO
15753;92%;NO
15755;91%;NO
15757;94%;NO
15762;96%;NO
15764;89%;NO
15768;96%;NO
15770;90%;NO
15779;98%;NO
15807;93%;NO
15811;75%;NO
15812;91%;NO
15828;96%;NO
15855;85%;NO
15857;96%;NO
15859;92%;NO
16428;91%;NO
16444;96%;NO
16456;91%;NO
16460;94%;NO
16468;97%;NO
16484;87%;NO
16491;89%;NO
16492;98%;NO
16506;97%;NO
16510;100%;NO
16513;83%;NO
16518;93%;NO
16526;86%;NO
16556;92%;NO
16569;96%;NO
16580;93%;NO
16589;97%;NO
16624;93%;NO
16625;93%;NO
16673;96%;NO
16677;93%;NO
16690;96%;NO
16695;98%;NO
16696;89%;NO
16704;86%;NO
16708;97%;NO
16713;88%;NO
16715;81%;NO
16717;91%;NO
16723;33%;NO
16732;88%;NO
16733;97%;NO
16744;81%;NO
16747;81%;NO
16766;77%;NO
16770;70%;NO
16780;89%;NO
16792;79%;NO
16794;100%;NO
16795;100%;NO
16797;84%;NO
16816;93%;NO
16846;69%;NO
16851;81%;NO
16879;79%;NO
16881;85%;NO
16890;58%;NO
16895;67%;NO
16906;85%;NO
16910;100%;NO
16919;93%;NO
16926;91%;NO
16941;100%;NO
16950;86%;NO
16955;83%;NO
16962;96%;NO
16970;88%;NO
16975;86%;NO
16980;82%;NO
17000;71%;NO
17636;89%;NO
17638;100%;NO
17640;100%;NO
17641;100%;NO
17648;86%;NO
17655;100%;NO
17679;99%;NO
17689;89%;NO
17690;85%;NO
17692;76%;NO
17693;96%;NO
17698;96%;NO
17709;96%;NO
17710;100%;NO
17711;100%;NO
17715;100%;NO
17723;96%;NO
17732;90%;NO
17733;87%;NO
17741;87%;NO
17742;95%;NO
17749;93%;NO
17751;96%;NO
17762;91%;NO
17763;98%;NO
17766;100%;NO
17785;98%;NO
17787;95%;NO
17797;87%;NO
17798;100%;NO
17813;89%;NO
17814;93%;NO
17824;67%;NO
17828;99%;NO
17840;95%;NO
17874;93%;NO
17875;94%;NO
17883;89%;NO
17897;91%;NO
17916;94%;NO
17924;97%;NO
17930;96%;NO
18002;87%;NO
18006;95%;NO
18010;96%;NO
18012;95%;NO
18014;92%;NO
18015;94%;NO
18016;94%;NO
18042;89%;NO
18065;97%;NO
18069;66%;NO
18093;89%;NO
18094;92%;NO
18102;95%;NO
18111;88%;NO
18123;91%;NO
18126;98%;NO
18127;89%;NO
18147;93%;NO
18149;89%;NO
18158;92%;NO
18170;95%;NO
18184;95%;NO
18203;94%;NO
18223;96%;NO
18234;96%;NO
18247;81%;NO
19902;100%;NO
19910;93%;NO
19911;100%;NO
19912;90%;NO
19919;100%;NO
19922;97%;NO
19923;93%;NO
19927;97%;NO
19928;99%;NO
19930;90%;NO
19934;100%;NO
19947;92%;NO
19949;98%;NO
19950;93%;NO
19958;100%;NO
19960;83%;NO
19965;98%;NO
19973;93%;NO
19976;100%;NO
19996;100%;NO
19999;100%;NO
20010;100%;NO
20015;100%;NO
20019;89%;NO
20024;90%;NO
20026;97%;NO
20027;100%;NO
20029;98%;NO
20033;99%;NO
20042;92%;NO
20046;87%;NO
20054;100%;NO
20064;98%;NO
20067;99%;NO
20071;95%;NO
20080;98%;NO
20082;97%;NO
20084;100%;NO
20087;97%;NO
20088;97%;NO
20094;100%;NO
20096;91%;NO
20099;98%;NO
20100;95%;NO
20108;93%;NO
20113;99%;NO
20117;100%;NO
20119;93%;NO
20120;86%;NO
20121;94%;NO
20122;97%;NO
20133;93%;NO
20140;84%;NO
20141;98%;NO
20142;97%;NO
20144;100%;NO
20145;100%;NO
20152;100%;NO
20154;88%;NO
20161;96%;NO
20162;99%;NO
20165;81%;NO
20179;90%;NO
20180;95%;NO
20182;91%;NO
20186;98%;NO
20187;100%;NO
20200;93%;NO
20201;100%;NO
20202;91%;NO
20212;76%;NO
20215;98%;NO
20218;65%;NO
20222;93%;NO
20226;93%;NO
20227;97%;NO
20259;98%;NO
20260;91%;NO
20263;95%;NO
20265;95%;NO
20279;91%;NO
20281;86%;NO
20282;95%;NO
20285;97%;NO
20289;100%;NO
20297;96%;NO
20298;92%;NO
20300;72%;NO
20316;74%;NO
20329;81%;NO
20330;81%;NO
20378;79%;NO
20390;85%;NO
20392;79%;NO
20401;83%;NO
20426;92%;NO
20427;90%;NO
20435;93%;NO
20449;89%;NO
20460;89%;NO
20489;87%;NO
20506;67%;NO
20507;91%;NO
20508;95%;NO
20567;69%;NO
22009;92%;NO
22010;92%;NO
22016;0%;NO
22019;86%;NO
22025;100%;NO
22041;88%;NO
22048;100%;NO
22049;96%;NO
22072;100%;NO
22077;100%;NO
22092;100%;NO
22093;100%;NO
22094;85%;NO
22095;100%;NO
22096;93%;NO
22098;100%;NO
22100;100%;NO
22105;96%;NO
22111;92%;NO
22112;100%;NO
22125;100%;NO
22130;93%;NO
22134;92%;NO
22138;57%;NO
22142;100%;NO
22145;100%;NO
22146;96%;NO
22148;100%;NO
22153;100%;NO
22158;98%;NO
22159;87%;NO
22162;100%;NO
22165;96%;NO
22175;92%;NO
22176;97%;NO
22180;100%;NO
22181;100%;NO
22184;93%;NO
22186;98%;NO
22194;100%;NO
22195;93%;NO
22203;93%;NO
22207;94%;NO
22209;100%;NO
22214;100%;NO
22219;95%;NO
22220;100%;NO
22221;97%;NO
22223;82%;NO
22225;100%;NO
22226;100%;NO
22228;91%;NO
22229;85%;NO
22230;98%;NO
22246;90%;NO
22248;88%;NO
22253;93%;NO
22255;88%;NO
22257;84%;NO
22260;88%;NO
22261;100%;NO
22263;84%;NO
22265;90%;NO
22267;94%;NO
22268;100%;NO
22269;100%;NO
22275;84%;NO
22277;93%;NO
22280;98%;NO
22283;84%;NO
22284;100%;NO
22291;100%;NO
22292;100%;NO
22310;100%;NO
22312;93%;NO
22319;84%;NO
22323;100%;NO
22325;93%;NO
22327;90%;NO
22333;98%;NO
22334;85%;NO
22337;99%;NO
22338;100%;NO
22339;91%;NO
22340;100%;NO
22342;95%;NO
22343;86%;NO
22346;94%;NO
22348;100%;NO
22349;100%;NO
22352;92%;NO
22353;100%;NO
22354;98%;NO
22355;97%;NO
22361;85%;NO
22366;96%;NO
22367;90%;NO
22373;98%;NO
22375;93%;NO
22380;92%;NO
22383;94%;NO
22390;95%;NO
22396;88%;NO
22400;88%;NO
22408;97%;NO
22413;97%;NO
22414;98%;NO
22418;95%;NO
22419;90%;NO
22420;92%;NO
22425;95%;NO
22427;95%;NO
22428;94%;NO
22429;100%;NO
22430;99%;NO
22433;99%;NO
22439;89%;NO
22444;96%;NO
22447;72%;NO
22448;88%;NO
22451;100%;NO
22452;100%;NO
22456;87%;NO
22458;86%;NO
22476;97%;NO
22480;94%;NO
22486;100%;NO
22489;96%;NO
22492;97%;NO
22493;96%;NO
22509;87%;NO
22519;92%;NO
22522;100%;NO
22527;93%;NO
22531;91%;NO
22532;91%;NO
22533;77%;NO
22537;100%;NO
22539;89%;NO
22546;91%;NO
22548;100%;NO
22552;89%;NO
22554;87%;NO
22556;100%;NO
22558;93%;NO
22561;92%;NO
22565;84%;NO
22566;95%;NO
22581;87%;NO
22584;95%;NO
22588;90%;NO
22596;77%;NO
22606;95%;NO
22608;98%;NO
22610;85%;NO
22612;96%;NO
22613;100%;NO
22615;95%;NO
22616;94%;NO
22620;100%;NO
22621;82%;NO
22623;90%;NO
22639;100%;NO
22646;100%;NO
22650;94%;NO
22656;100%;NO
22657;93%;NO
22658;90%;NO
22663;71%;NO
22668;82%;NO
22671;97%;NO
22685;96%;NO
22686;95%;NO
22688;91%;NO
22690;89%;NO
22738;92%;NO
22747;90%;NO
22749;94%;NO
22753;94%;NO
22756;74%;NO
22766;85%;NO
24210;100%;NO
24214;67%;NO
24216;80%;NO
24218;100%;NO
